danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.57,0.733,2,-7.194,1,0.0306,0.00686,0.000131,0.21,0.334,109.97,audio_features,165lX6DbMhTzqODVZKLmkm,spotify:track:165lX6DbMhTzqODVZKLmkm,https://api.spotify.com/v1/tracks/165lX6DbMhTzqODVZKLmkm,https://api.spotify.com/v1/audio-analysis/165lX6DbMhTzqODVZKLmkm,235800,4
0.616,0.438,1,-5.968,1,0.0298,0.356,0.0,0.24,0.386,135.929,audio_features,3GJ4hzg4lrGwU51Y3VARbF,spotify:track:3GJ4hzg4lrGwU51Y3VARbF,https://api.spotify.com/v1/tracks/3GJ4hzg4lrGwU51Y3VARbF,https://api.spotify.com/v1/audio-analysis/3GJ4hzg4lrGwU51Y3VARbF,213387,4
0.415,0.748,4,-5.008,1,0.0481,0.00305,0.0,0.0903,0.154,120.056,audio_features,4ltqfN12ohaVZdM6C45gMg,spotify:track:4ltqfN12ohaVZdM6C45gMg,https://api.spotify.com/v1/tracks/4ltqfN12ohaVZdM6C45gMg,https://api.spotify.com/v1/audio-analysis/4ltqfN12ohaVZdM6C45gMg,258419,4
0.887,0.48,11,-11.994,1,0.117,0.0094,3.58e-05,0.0662,0.607,95.846,audio_features,0HEmnAUT8PHznIAAmVXqFJ,spotify:track:0HEmnAUT8PHznIAAmVXqFJ,https://api.spotify.com/v1/tracks/0HEmnAUT8PHznIAAmVXqFJ,https://api.spotify.com/v1/audio-analysis/0HEmnAUT8PHznIAAmVXqFJ,193200,4
0.474,0.936,7,-2.328,0,0.0763,0.00229,2.53e-06,0.181,0.392,139.933,audio_features,3tNMdL4qjzNHfo7rlVMESK,spotify:track:3tNMdL4qjzNHfo7rlVMESK,https://api.spotify.com/v1/tracks/3tNMdL4qjzNHfo7rlVMESK,https://api.spotify.com/v1/audio-analysis/3tNMdL4qjzNHfo7rlVMESK,167277,4
0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,audio_features,3w3y8KPTfNeOKPiqUTakBh,spotify:track:3w3y8KPTfNeOKPiqUTakBh,https://api.spotify.com/v1/tracks/3w3y8KPTfNeOKPiqUTakBh,https://api.spotify.com/v1/audio-analysis/3w3y8KPTfNeOKPiqUTakBh,233478,4
0.584,0.397,0,-8.703,1,0.0417,0.798,0.00122,0.328,0.519,154.015,audio_features,4m9W0S0DHx4uGnsgDc5xgl,spotify:track:4m9W0S0DHx4uGnsgDc5xgl,https://api.spotify.com/v1/tracks/4m9W0S0DHx4uGnsgDc5xgl,https://api.spotify.com/v1/audio-analysis/4m9W0S0DHx4uGnsgDc5xgl,197885,4
0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,audio_features,3CRDbSIZ4r5MsZ0YwxuEkn,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,https://api.spotify.com/v1/tracks/3CRDbSIZ4r5MsZ0YwxuEkn,https://api.spotify.com/v1/audio-analysis/3CRDbSIZ4r5MsZ0YwxuEkn,202333,4
0.578,0.654,1,-12.421,0,0.0562,0.121,3.62e-06,0.0673,0.621,129.513,audio_features,0WoFs3EdGOx58yX5BtXvOa,spotify:track:0WoFs3EdGOx58yX5BtXvOa,https://api.spotify.com/v1/tracks/0WoFs3EdGOx58yX5BtXvOa,https://api.spotify.com/v1/audio-analysis/0WoFs3EdGOx58yX5BtXvOa,216467,4
0.668,0.902,2,-3.924,1,0.0386,0.169,8.74e-05,0.198,0.913,119.008,audio_features,12g9IeQzX7xECLNxz8dpb5,spotify:track:12g9IeQzX7xECLNxz8dpb5,https://api.spotify.com/v1/tracks/12g9IeQzX7xECLNxz8dpb5,https://api.spotify.com/v1/audio-analysis/12g9IeQzX7xECLNxz8dpb5,262624,4
0.753,0.326,7,-9.883,1,0.0342,0.731,0.00131,0.24,0.237,123.799,audio_features,3SktMqZmo3M9zbB7oKMIF7,spotify:track:3SktMqZmo3M9zbB7oKMIF7,https://api.spotify.com/v1/tracks/3SktMqZmo3M9zbB7oKMIF7,https://api.spotify.com/v1/audio-analysis/3SktMqZmo3M9zbB7oKMIF7,245827,3
0.592,0.637,11,-8.48,1,0.0992,0.562,0.0,0.13,0.565,159.701,audio_features,5ubHAQtKuFfiG4FXfLP804,spotify:track:5ubHAQtKuFfiG4FXfLP804,https://api.spotify.com/v1/tracks/5ubHAQtKuFfiG4FXfLP804,https://api.spotify.com/v1/audio-analysis/5ubHAQtKuFfiG4FXfLP804,185093,4
0.701,0.539,2,-8.968,1,0.0277,0.000655,0.005,0.0589,0.752,107.531,audio_features,0z1b34WikhOH9ZxU8QDWcv,spotify:track:0z1b34WikhOH9ZxU8QDWcv,https://api.spotify.com/v1/tracks/0z1b34WikhOH9ZxU8QDWcv,https://api.spotify.com/v1/audio-analysis/0z1b34WikhOH9ZxU8QDWcv,312627,4
0.718,0.691,4,-6.44,1,0.0387,0.0159,0.0,0.0627,0.552,100.008,audio_features,6ihL9TjfRjadfEePzXXyVF,spotify:track:6ihL9TjfRjadfEePzXXyVF,https://api.spotify.com/v1/tracks/6ihL9TjfRjadfEePzXXyVF,https://api.spotify.com/v1/audio-analysis/6ihL9TjfRjadfEePzXXyVF,213107,4
0.688,0.533,6,-8.363,0,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,audio_features,0t7fVeEJxO2Xi4H2K5Svc9,spotify:track:0t7fVeEJxO2Xi4H2K5Svc9,https://api.spotify.com/v1/tracks/0t7fVeEJxO2Xi4H2K5Svc9,https://api.spotify.com/v1/audio-analysis/0t7fVeEJxO2Xi4H2K5Svc9,223079,4
0.526,0.978,8,-5.436,1,0.108,0.00122,4.75e-05,0.0744,0.451,141.167,audio_features,05RgAMGypEvqhNs5hPCbMS,spotify:track:05RgAMGypEvqhNs5hPCbMS,https://api.spotify.com/v1/tracks/05RgAMGypEvqhNs5hPCbMS,https://api.spotify.com/v1/audio-analysis/05RgAMGypEvqhNs5hPCbMS,210227,4
0.424,0.465,6,-6.595,1,0.0297,0.461,5.52e-05,0.154,0.462,112.418,audio_features,65GbQI9VDTs7vo6MJL2iJA,spotify:track:65GbQI9VDTs7vo6MJL2iJA,https://api.spotify.com/v1/tracks/65GbQI9VDTs7vo6MJL2iJA,https://api.spotify.com/v1/audio-analysis/65GbQI9VDTs7vo6MJL2iJA,206387,3
0.287,0.597,5,-6.641,0,0.0419,0.273,0.0,0.105,0.31,189.788,audio_features,4Wui4miiL1JR3QqWcbcKwD,spotify:track:4Wui4miiL1JR3QqWcbcKwD,https://api.spotify.com/v1/tracks/4Wui4miiL1JR3QqWcbcKwD,https://api.spotify.com/v1/audio-analysis/4Wui4miiL1JR3QqWcbcKwD,253520,4
0.633,0.795,0,-7.617,1,0.0319,0.054,8.83e-05,0.34,0.833,103.504,audio_features,4SZozsPsG0vJ2Ti8BGxKsR,spotify:track:4SZozsPsG0vJ2Ti8BGxKsR,https://api.spotify.com/v1/tracks/4SZozsPsG0vJ2Ti8BGxKsR,https://api.spotify.com/v1/audio-analysis/4SZozsPsG0vJ2Ti8BGxKsR,250813,4
0.703,0.691,1,-6.121,1,0.0417,0.00544,0.0914,0.23,0.715,164.101,audio_features,1x05ZRPr2FprwUP7MjWefh,spotify:track:1x05ZRPr2FprwUP7MjWefh,https://api.spotify.com/v1/tracks/1x05ZRPr2FprwUP7MjWefh,https://api.spotify.com/v1/audio-analysis/1x05ZRPr2FprwUP7MjWefh,190648,4
0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,audio_features,6UelLqGlWMcVH1E5c4H7lY,spotify:track:6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/tracks/6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/audio-analysis/6UelLqGlWMcVH1E5c4H7lY,174000,4
0.566,0.527,0,-11.216,1,0.034,0.03,3.25e-06,0.115,0.157,97.281,audio_features,3NNkJwiHucP5QyUEAIMXra,spotify:track:3NNkJwiHucP5QyUEAIMXra,https://api.spotify.com/v1/tracks/3NNkJwiHucP5QyUEAIMXra,https://api.spotify.com/v1/audio-analysis/3NNkJwiHucP5QyUEAIMXra,184733,4
0.497,0.97,10,-4.851,0,0.0836,9.04e-05,0.000674,0.101,0.689,138.081,audio_features,6PwjJ58I4t7Mae9xfZ9l9v,spotify:track:6PwjJ58I4t7Mae9xfZ9l9v,https://api.spotify.com/v1/tracks/6PwjJ58I4t7Mae9xfZ9l9v,https://api.spotify.com/v1/audio-analysis/6PwjJ58I4t7Mae9xfZ9l9v,197200,4
0.691,0.823,2,-4.197,1,0.0623,0.487,0.0,0.134,0.87,123.935,audio_features,2bT1PH7Cw3J9p3t7nlXCdh,spotify:track:2bT1PH7Cw3J9p3t7nlXCdh,https://api.spotify.com/v1/tracks/2bT1PH7Cw3J9p3t7nlXCdh,https://api.spotify.com/v1/audio-analysis/2bT1PH7Cw3J9p3t7nlXCdh,191467,4
0.524,0.519,6,-11.903,1,0.043,0.195,0.0,0.523,0.847,110.121,audio_features,4kP69y3GKHi9tXckfgp4bK,spotify:track:4kP69y3GKHi9tXckfgp4bK,https://api.spotify.com/v1/tracks/4kP69y3GKHi9tXckfgp4bK,https://api.spotify.com/v1/audio-analysis/4kP69y3GKHi9tXckfgp4bK,169800,4
0.653,0.791,7,-3.725,1,0.0321,0.000225,3.74e-05,0.326,0.632,106.991,audio_features,459hV1lf1Ia1ofPdYDZQVs,spotify:track:459hV1lf1Ia1ofPdYDZQVs,https://api.spotify.com/v1/tracks/459hV1lf1Ia1ofPdYDZQVs,https://api.spotify.com/v1/audio-analysis/459hV1lf1Ia1ofPdYDZQVs,192654,4
0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,audio_features,7a86XRg84qjasly9f6bPSD,spotify:track:7a86XRg84qjasly9f6bPSD,https://api.spotify.com/v1/tracks/7a86XRg84qjasly9f6bPSD,https://api.spotify.com/v1/audio-analysis/7a86XRg84qjasly9f6bPSD,250627,4
0.506,0.0591,4,-21.791,1,0.0858,0.996,0.967,0.101,0.666,138.183,audio_features,4odtY27TbGJUooev12Paq3,spotify:track:4odtY27TbGJUooev12Paq3,https://api.spotify.com/v1/tracks/4odtY27TbGJUooev12Paq3,https://api.spotify.com/v1/audio-analysis/4odtY27TbGJUooev12Paq3,219913,3
0.735,0.425,0,-6.648,1,0.0464,0.011,0.0,0.055,0.848,85.896,audio_features,2cOUlop2ZakjOKe4WinesN,spotify:track:2cOUlop2ZakjOKe4WinesN,https://api.spotify.com/v1/tracks/2cOUlop2ZakjOKe4WinesN,https://api.spotify.com/v1/audio-analysis/2cOUlop2ZakjOKe4WinesN,188174,4
0.517,0.906,1,-3.677,1,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,audio_features,6SpLc7EXZIPpy0sVko0aoU,spotify:track:6SpLc7EXZIPpy0sVko0aoU,https://api.spotify.com/v1/tracks/6SpLc7EXZIPpy0sVko0aoU,https://api.spotify.com/v1/audio-analysis/6SpLc7EXZIPpy0sVko0aoU,211520,4
0.536,0.355,2,-8.61,1,0.0259,0.733,1.22e-05,0.138,0.22,139.888,audio_features,3TQbr3G3U5wlwEJejmqC1F,spotify:track:3TQbr3G3U5wlwEJejmqC1F,https://api.spotify.com/v1/tracks/3TQbr3G3U5wlwEJejmqC1F,https://api.spotify.com/v1/audio-analysis/3TQbr3G3U5wlwEJejmqC1F,220867,4
0.49,0.827,8,-9.481,1,0.0482,0.000212,0.00406,0.112,0.626,108.577,audio_features,4D01oA1mGouaAT7fubvKRT,spotify:track:4D01oA1mGouaAT7fubvKRT,https://api.spotify.com/v1/tracks/4D01oA1mGouaAT7fubvKRT,https://api.spotify.com/v1/audio-analysis/4D01oA1mGouaAT7fubvKRT,179360,4
0.652,0.749,0,-5.248,1,0.0886,0.0848,0.0,0.604,0.651,94.103,audio_features,1z6WtY7X4HQJvzxC4UgkSf,spotify:track:1z6WtY7X4HQJvzxC4UgkSf,https://api.spotify.com/v1/tracks/1z6WtY7X4HQJvzxC4UgkSf,https://api.spotify.com/v1/audio-analysis/1z6WtY7X4HQJvzxC4UgkSf,267413,4
0.544,0.573,8,-5.694,1,0.0356,0.0958,0.0,0.104,0.233,122.977,audio_features,0OWhKvvsHptt6vnnNUSM9a,spotify:track:0OWhKvvsHptt6vnnNUSM9a,https://api.spotify.com/v1/tracks/0OWhKvvsHptt6vnnNUSM9a,https://api.spotify.com/v1/audio-analysis/0OWhKvvsHptt6vnnNUSM9a,211739,4
0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,audio_features,3d9DChrdc6BOeFsbrZ3Is0,spotify:track:3d9DChrdc6BOeFsbrZ3Is0,https://api.spotify.com/v1/tracks/3d9DChrdc6BOeFsbrZ3Is0,https://api.spotify.com/v1/audio-analysis/3d9DChrdc6BOeFsbrZ3Is0,264307,4
0.463,0.71,0,-7.051,1,0.0859,0.148,0.000192,0.123,0.441,78.144,audio_features,4Yy1VOdLAX7MuKQOcivV4O,spotify:track:4Yy1VOdLAX7MuKQOcivV4O,https://api.spotify.com/v1/tracks/4Yy1VOdLAX7MuKQOcivV4O,https://api.spotify.com/v1/audio-analysis/4Yy1VOdLAX7MuKQOcivV4O,195587,4
0.656,0.577,10,-5.566,0,0.0802,0.698,0.0,0.296,0.861,173.094,audio_features,7pT6WSg4PCt4mr5ZFyUfsF,spotify:track:7pT6WSg4PCt4mr5ZFyUfsF,https://api.spotify.com/v1/tracks/7pT6WSg4PCt4mr5ZFyUfsF,https://api.spotify.com/v1/audio-analysis/7pT6WSg4PCt4mr5ZFyUfsF,181522,4
0.551,0.819,2,-4.489,1,0.0525,0.0103,0.0437,0.153,0.846,174.917,audio_features,3AydAydLzyyZutA0375XIz,spotify:track:3AydAydLzyyZutA0375XIz,https://api.spotify.com/v1/tracks/3AydAydLzyyZutA0375XIz,https://api.spotify.com/v1/audio-analysis/3AydAydLzyyZutA0375XIz,137760,4
0.714,0.68,3,-5.989,1,0.026,0.135,1.82e-06,0.229,0.934,108.001,audio_features,1HfsmNlg8xxhOr9N2i4Q0n,spotify:track:1HfsmNlg8xxhOr9N2i4Q0n,https://api.spotify.com/v1/tracks/1HfsmNlg8xxhOr9N2i4Q0n,https://api.spotify.com/v1/audio-analysis/1HfsmNlg8xxhOr9N2i4Q0n,181587,4
0.816,0.596,0,-8.989,1,0.0294,0.557,0.812,0.0842,0.876,123.027,audio_features,4VFGpluBaU1WcquEMzhSz6,spotify:track:4VFGpluBaU1WcquEMzhSz6,https://api.spotify.com/v1/tracks/4VFGpluBaU1WcquEMzhSz6,https://api.spotify.com/v1/audio-analysis/4VFGpluBaU1WcquEMzhSz6,252413,4
0.808,0.83,9,-3.995,0,0.0283,0.613,0.0112,0.198,0.909,102.8,audio_features,72PoJMDfdaw9gGECgA9kTZ,spotify:track:72PoJMDfdaw9gGECgA9kTZ,https://api.spotify.com/v1/tracks/72PoJMDfdaw9gGECgA9kTZ,https://api.spotify.com/v1/audio-analysis/72PoJMDfdaw9gGECgA9kTZ,156200,4
0.629,0.572,5,-9.332,1,0.0307,0.32,0.000853,0.109,0.182,93.997,audio_features,3ieLey98V9mIIh3W9gBlPF,spotify:track:3ieLey98V9mIIh3W9gBlPF,https://api.spotify.com/v1/tracks/3ieLey98V9mIIh3W9gBlPF,https://api.spotify.com/v1/audio-analysis/3ieLey98V9mIIh3W9gBlPF,188960,4
0.428,0.948,5,-4.655,0,0.0934,0.00537,1.29e-06,0.371,0.219,138.015,audio_features,4Y9lVjRD82aJOQ2v13UIoF,spotify:track:4Y9lVjRD82aJOQ2v13UIoF,https://api.spotify.com/v1/tracks/4Y9lVjRD82aJOQ2v13UIoF,https://api.spotify.com/v1/audio-analysis/4Y9lVjRD82aJOQ2v13UIoF,251067,4
0.62,0.936,7,-4.593,1,0.0308,0.0261,0.0,0.0679,0.763,97.527,audio_features,4YwbSZaYeYja8Umyt222Qf,spotify:track:4YwbSZaYeYja8Umyt222Qf,https://api.spotify.com/v1/tracks/4YwbSZaYeYja8Umyt222Qf,https://api.spotify.com/v1/audio-analysis/4YwbSZaYeYja8Umyt222Qf,175747,4
0.562,0.903,8,-4.46,0,0.0296,0.000187,0.0939,0.298,0.791,132.009,audio_features,4WiIscpBgQFm5qIyjoH7M4,spotify:track:4WiIscpBgQFm5qIyjoH7M4,https://api.spotify.com/v1/tracks/4WiIscpBgQFm5qIyjoH7M4,https://api.spotify.com/v1/audio-analysis/4WiIscpBgQFm5qIyjoH7M4,221000,4
0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,audio_features,7BqBn9nzAq8spo5e7cZ0dJ,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,https://api.spotify.com/v1/tracks/7BqBn9nzAq8spo5e7cZ0dJ,https://api.spotify.com/v1/audio-analysis/7BqBn9nzAq8spo5e7cZ0dJ,220734,4
0.634,0.677,2,-7.19,1,0.0448,0.318,0.0,0.0902,0.939,95.792,audio_features,5qyq1H5OPMlfuvZQ1wQNo7,spotify:track:5qyq1H5OPMlfuvZQ1wQNo7,https://api.spotify.com/v1/tracks/5qyq1H5OPMlfuvZQ1wQNo7,https://api.spotify.com/v1/audio-analysis/5qyq1H5OPMlfuvZQ1wQNo7,179120,4
0.642,0.52,9,-7.886,1,0.0387,0.118,0.000509,0.552,0.488,136.014,audio_features,5CalS8Gn69OOrR9aiw0ZO9,spotify:track:5CalS8Gn69OOrR9aiw0ZO9,https://api.spotify.com/v1/tracks/5CalS8Gn69OOrR9aiw0ZO9,https://api.spotify.com/v1/audio-analysis/5CalS8Gn69OOrR9aiw0ZO9,196055,4
0.537,0.86,3,-7.042,0,0.0339,0.0627,0.000856,0.0929,0.553,134.616,audio_features,1W02KkFerpTBP29RKIt2c4,spotify:track:1W02KkFerpTBP29RKIt2c4,https://api.spotify.com/v1/tracks/1W02KkFerpTBP29RKIt2c4,https://api.spotify.com/v1/audio-analysis/1W02KkFerpTBP29RKIt2c4,296933,4
0.573,0.926,6,-6.045,1,0.0342,0.00202,0.0117,0.127,0.219,117.047,audio_features,7g13jf3zqlP5S68Voo5v9m,spotify:track:7g13jf3zqlP5S68Voo5v9m,https://api.spotify.com/v1/tracks/7g13jf3zqlP5S68Voo5v9m,https://api.spotify.com/v1/audio-analysis/7g13jf3zqlP5S68Voo5v9m,278080,4
0.624,0.474,5,-8.942,1,0.0363,0.502,0.00109,0.138,0.42,126.287,audio_features,61UccBbUmb0egh8MGeCoDC,spotify:track:61UccBbUmb0egh8MGeCoDC,https://api.spotify.com/v1/tracks/61UccBbUmb0egh8MGeCoDC,https://api.spotify.com/v1/audio-analysis/61UccBbUmb0egh8MGeCoDC,200640,4
0.347,0.952,11,-6.705,0,0.381,0.0374,0.0,0.988,0.418,168.912,audio_features,5IxDmhavVKeGl1xig1DOZE,spotify:track:5IxDmhavVKeGl1xig1DOZE,https://api.spotify.com/v1/tracks/5IxDmhavVKeGl1xig1DOZE,https://api.spotify.com/v1/audio-analysis/5IxDmhavVKeGl1xig1DOZE,194200,4
0.46,0.932,0,-6.264,1,0.0468,0.139,0.00504,0.114,0.849,203.617,audio_features,6Wiamk8BAAP50gAAJopsy2,spotify:track:6Wiamk8BAAP50gAAJopsy2,https://api.spotify.com/v1/tracks/6Wiamk8BAAP50gAAJopsy2,https://api.spotify.com/v1/audio-analysis/6Wiamk8BAAP50gAAJopsy2,227463,4
0.835,0.741,8,-1.609,1,0.0339,0.0172,0.0577,0.0826,0.612,111.963,audio_features,2N5zMZX7YeL1tico8oQxa9,spotify:track:2N5zMZX7YeL1tico8oQxa9,https://api.spotify.com/v1/tracks/2N5zMZX7YeL1tico8oQxa9,https://api.spotify.com/v1/audio-analysis/2N5zMZX7YeL1tico8oQxa9,182066,4
0.731,0.555,2,-13.684,1,0.0519,0.321,0.000103,0.0527,0.935,131.26,audio_features,0eti3iRdEgUxwcIcN2N9DY,spotify:track:0eti3iRdEgUxwcIcN2N9DY,https://api.spotify.com/v1/tracks/0eti3iRdEgUxwcIcN2N9DY,https://api.spotify.com/v1/audio-analysis/0eti3iRdEgUxwcIcN2N9DY,189427,4
0.601,0.36,9,-10.909,1,0.0262,0.796,0.437,0.0883,0.494,94.999,audio_features,5Aq5TIy9jVK70aL7xcE9oa,spotify:track:5Aq5TIy9jVK70aL7xcE9oa,https://api.spotify.com/v1/tracks/5Aq5TIy9jVK70aL7xcE9oa,https://api.spotify.com/v1/audio-analysis/5Aq5TIy9jVK70aL7xcE9oa,222720,4
0.671,0.405,0,-10.052,1,0.0392,0.385,0.0,0.132,0.828,99.678,audio_features,7LbfuQVct78YoghmoPtsQ8,spotify:track:7LbfuQVct78YoghmoPtsQ8,https://api.spotify.com/v1/tracks/7LbfuQVct78YoghmoPtsQ8,https://api.spotify.com/v1/audio-analysis/7LbfuQVct78YoghmoPtsQ8,265067,4
0.622,0.54,5,-13.99,1,0.0261,0.017,0.00771,0.265,0.847,130.879,audio_features,19Ym5Sg0YyOCa6ao21bdoG,spotify:track:19Ym5Sg0YyOCa6ao21bdoG,https://api.spotify.com/v1/tracks/19Ym5Sg0YyOCa6ao21bdoG,https://api.spotify.com/v1/audio-analysis/19Ym5Sg0YyOCa6ao21bdoG,264907,4
0.772,0.46,8,-11.489,1,0.327,0.0279,2.21e-05,0.0633,0.8,78.786,audio_features,58Zt987fK6gWxtO0MwEzPn,spotify:track:58Zt987fK6gWxtO0MwEzPn,https://api.spotify.com/v1/tracks/58Zt987fK6gWxtO0MwEzPn,https://api.spotify.com/v1/audio-analysis/58Zt987fK6gWxtO0MwEzPn,256240,4
0.591,0.424,8,-12.178,1,0.0333,0.66,0.00855,0.185,0.341,81.997,audio_features,0Kx5x0t22RG51HMmC6Q8Aa,spotify:track:0Kx5x0t22RG51HMmC6Q8Aa,https://api.spotify.com/v1/tracks/0Kx5x0t22RG51HMmC6Q8Aa,https://api.spotify.com/v1/audio-analysis/0Kx5x0t22RG51HMmC6Q8Aa,228533,3
0.47,0.203,4,-8.676,1,0.0371,0.758,2.41e-06,0.312,0.325,153.578,audio_features,6jemILri7l5LuPhKs2nuXr,spotify:track:6jemILri7l5LuPhKs2nuXr,https://api.spotify.com/v1/tracks/6jemILri7l5LuPhKs2nuXr,https://api.spotify.com/v1/audio-analysis/6jemILri7l5LuPhKs2nuXr,185731,3
0.664,0.88,2,-5.009,0,0.0326,0.465,1.63e-05,0.0591,0.895,133.898,audio_features,16GUMo6u3D2qo9a19AkYct,spotify:track:16GUMo6u3D2qo9a19AkYct,https://api.spotify.com/v1/tracks/16GUMo6u3D2qo9a19AkYct,https://api.spotify.com/v1/audio-analysis/16GUMo6u3D2qo9a19AkYct,210760,4
0.587,0.767,0,-5.713,1,0.0449,0.225,0.0,0.112,0.664,100.38,audio_features,5p9XWUdvbUzmPCukOmwoU3,spotify:track:5p9XWUdvbUzmPCukOmwoU3,https://api.spotify.com/v1/tracks/5p9XWUdvbUzmPCukOmwoU3,https://api.spotify.com/v1/audio-analysis/5p9XWUdvbUzmPCukOmwoU3,201707,4
0.577,0.726,4,-8.011,0,0.0299,0.00199,0.0386,0.158,0.764,107.416,audio_features,2nklcPJ3YhYJfC2ibStXz9,spotify:track:2nklcPJ3YhYJfC2ibStXz9,https://api.spotify.com/v1/tracks/2nklcPJ3YhYJfC2ibStXz9,https://api.spotify.com/v1/audio-analysis/2nklcPJ3YhYJfC2ibStXz9,399800,4
0.521,0.233,7,-13.683,1,0.0254,0.635,0.0,0.245,0.4,78.93,audio_features,4xiaE15ARCs5CVPA6J8gmC,spotify:track:4xiaE15ARCs5CVPA6J8gmC,https://api.spotify.com/v1/tracks/4xiaE15ARCs5CVPA6J8gmC,https://api.spotify.com/v1/audio-analysis/4xiaE15ARCs5CVPA6J8gmC,235667,3
0.454,0.417,7,-14.159,1,0.0378,0.528,1.39e-05,0.126,0.819,74.072,audio_features,75XQk1ewCddGnDuFMYg2iL,spotify:track:75XQk1ewCddGnDuFMYg2iL,https://api.spotify.com/v1/tracks/75XQk1ewCddGnDuFMYg2iL,https://api.spotify.com/v1/audio-analysis/75XQk1ewCddGnDuFMYg2iL,191493,4
0.846,0.32,9,-13.541,1,0.0348,0.0281,3.28e-05,0.0734,0.673,89.069,audio_features,1sMlUYVSp6PqjrYDOKBPrH,spotify:track:1sMlUYVSp6PqjrYDOKBPrH,https://api.spotify.com/v1/tracks/1sMlUYVSp6PqjrYDOKBPrH,https://api.spotify.com/v1/audio-analysis/1sMlUYVSp6PqjrYDOKBPrH,296987,4
0.528,0.639,0,-5.852,1,0.0266,0.146,0.0,0.152,0.498,79.713,audio_features,2zZRK9K1HRDmMMH6dMvEs6,spotify:track:2zZRK9K1HRDmMMH6dMvEs6,https://api.spotify.com/v1/tracks/2zZRK9K1HRDmMMH6dMvEs6,https://api.spotify.com/v1/audio-analysis/2zZRK9K1HRDmMMH6dMvEs6,260467,4
0.758,0.378,8,-15.308,0,0.0449,0.284,0.0,0.049,0.985,120.736,audio_features,2yBVeksU2EtrPJbTu4ZslK,spotify:track:2yBVeksU2EtrPJbTu4ZslK,https://api.spotify.com/v1/tracks/2yBVeksU2EtrPJbTu4ZslK,https://api.spotify.com/v1/audio-analysis/2yBVeksU2EtrPJbTu4ZslK,223867,4
0.737,0.543,8,-10.403,1,0.0374,0.0598,0.00993,0.103,0.255,112.017,audio_features,1sEDn0QkcjWGVoti0Da4kA,spotify:track:1sEDn0QkcjWGVoti0Da4kA,https://api.spotify.com/v1/tracks/1sEDn0QkcjWGVoti0Da4kA,https://api.spotify.com/v1/audio-analysis/1sEDn0QkcjWGVoti0Da4kA,265667,4
0.62,0.703,2,-7.854,1,0.0836,0.479,0.0,0.14,0.559,136.155,audio_features,00IrSynHsun7DpDrLkRIjM,spotify:track:00IrSynHsun7DpDrLkRIjM,https://api.spotify.com/v1/tracks/00IrSynHsun7DpDrLkRIjM,https://api.spotify.com/v1/audio-analysis/00IrSynHsun7DpDrLkRIjM,239693,4
0.649,0.888,6,-4.807,1,0.0293,0.013,2.23e-06,0.0888,0.553,100.975,audio_features,2lwwrWVKdf3LR9lbbhnr6R,spotify:track:2lwwrWVKdf3LR9lbbhnr6R,https://api.spotify.com/v1/tracks/2lwwrWVKdf3LR9lbbhnr6R,https://api.spotify.com/v1/audio-analysis/2lwwrWVKdf3LR9lbbhnr6R,208467,4
0.446,0.142,9,-13.498,1,0.0335,0.96,0.00114,0.101,0.156,135.724,audio_features,6nRvgo4ySezQKD1D7NIqAu,spotify:track:6nRvgo4ySezQKD1D7NIqAu,https://api.spotify.com/v1/tracks/6nRvgo4ySezQKD1D7NIqAu,https://api.spotify.com/v1/audio-analysis/6nRvgo4ySezQKD1D7NIqAu,176093,4
0.661,0.525,11,-10.939,1,0.0314,0.296,0.0,0.0445,0.766,80.685,audio_features,6rbDUAZ8TsI0SXLx7w9Uoa,spotify:track:6rbDUAZ8TsI0SXLx7w9Uoa,https://api.spotify.com/v1/tracks/6rbDUAZ8TsI0SXLx7w9Uoa,https://api.spotify.com/v1/audio-analysis/6rbDUAZ8TsI0SXLx7w9Uoa,225747,4
0.564,0.328,5,-13.096,1,0.0292,0.666,0.0,0.0915,0.725,85.881,audio_features,0YwNdeDFbGP6AGwsQrtzdY,spotify:track:0YwNdeDFbGP6AGwsQrtzdY,https://api.spotify.com/v1/tracks/0YwNdeDFbGP6AGwsQrtzdY,https://api.spotify.com/v1/audio-analysis/0YwNdeDFbGP6AGwsQrtzdY,190000,4
