danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.567,0.821,6,-5.894,1,0.0371,0.418,0.0,0.108,0.895,150.106,audio_features,7LF0YY1gON8rBECsyEs0Wb,spotify:track:7LF0YY1gON8rBECsyEs0Wb,https://api.spotify.com/v1/tracks/7LF0YY1gON8rBECsyEs0Wb,https://api.spotify.com/v1/audio-analysis/7LF0YY1gON8rBECsyEs0Wb,132307,4
0.634,0.853,2,-2.798,1,0.0537,0.13,0.0,0.0774,0.443,102.074,audio_features,3KxA3AlLpX2RXaARLnpuCt,spotify:track:3KxA3AlLpX2RXaARLnpuCt,https://api.spotify.com/v1/tracks/3KxA3AlLpX2RXaARLnpuCt,https://api.spotify.com/v1/audio-analysis/3KxA3AlLpX2RXaARLnpuCt,195307,4
0.56,0.825,11,-3.862,1,0.0379,0.323,0.0,0.161,0.268,94.931,audio_features,4w1lzcaoZ1IC2K5TwjalRP,spotify:track:4w1lzcaoZ1IC2K5TwjalRP,https://api.spotify.com/v1/tracks/4w1lzcaoZ1IC2K5TwjalRP,https://api.spotify.com/v1/audio-analysis/4w1lzcaoZ1IC2K5TwjalRP,237493,4
0.758,0.465,7,-6.547,1,0.0374,0.489,5.13e-05,0.116,0.758,138.9,audio_features,5KsLlcmWDoHUoJFzRw14wD,spotify:track:5KsLlcmWDoHUoJFzRw14wD,https://api.spotify.com/v1/tracks/5KsLlcmWDoHUoJFzRw14wD,https://api.spotify.com/v1/audio-analysis/5KsLlcmWDoHUoJFzRw14wD,240627,4
0.469,0.538,8,-13.559,1,0.0571,0.305,0.00012,0.37,0.886,196.605,audio_features,5LxvwujISqiB8vpRYv887S,spotify:track:5LxvwujISqiB8vpRYv887S,https://api.spotify.com/v1/tracks/5LxvwujISqiB8vpRYv887S,https://api.spotify.com/v1/audio-analysis/5LxvwujISqiB8vpRYv887S,176333,4
0.833,0.679,8,-4.496,1,0.0365,0.0834,0.00258,0.0769,0.975,109.916,audio_features,2ouURa1AIXp3AvkS52Jry5,spotify:track:2ouURa1AIXp3AvkS52Jry5,https://api.spotify.com/v1/tracks/2ouURa1AIXp3AvkS52Jry5,https://api.spotify.com/v1/audio-analysis/2ouURa1AIXp3AvkS52Jry5,219867,4
0.683,0.671,2,-3.838,1,0.0365,0.137,0.0,0.134,0.665,131.959,audio_features,0H188Mi13wkwwwUvczPdmC,spotify:track:0H188Mi13wkwwwUvczPdmC,https://api.spotify.com/v1/tracks/0H188Mi13wkwwwUvczPdmC,https://api.spotify.com/v1/audio-analysis/0H188Mi13wkwwwUvczPdmC,232307,4
0.699,0.83,1,-4.898,1,0.0633,0.00243,0.00024,0.0995,0.889,105.809,audio_features,6kopmMZiyLmw7h66uXcXR7,spotify:track:6kopmMZiyLmw7h66uXcXR7,https://api.spotify.com/v1/tracks/6kopmMZiyLmw7h66uXcXR7,https://api.spotify.com/v1/audio-analysis/6kopmMZiyLmw7h66uXcXR7,219413,4
0.53,0.806,4,-6.074,0,0.0258,2.56e-06,0.0844,0.523,0.53,104.97,audio_features,0w5T7uNBYoza54I72Hbx3C,spotify:track:0w5T7uNBYoza54I72Hbx3C,https://api.spotify.com/v1/tracks/0w5T7uNBYoza54I72Hbx3C,https://api.spotify.com/v1/audio-analysis/0w5T7uNBYoza54I72Hbx3C,246858,4
0.817,0.775,11,-6.176,1,0.178,0.102,1.02e-06,0.365,0.869,124.007,audio_features,0epfGes6v7Pqw3yve38dg7,spotify:track:0epfGes6v7Pqw3yve38dg7,https://api.spotify.com/v1/tracks/0epfGes6v7Pqw3yve38dg7,https://api.spotify.com/v1/audio-analysis/0epfGes6v7Pqw3yve38dg7,170528,4
0.617,0.439,9,-5.63,1,0.0269,0.424,0.0,0.127,0.242,139.979,audio_features,6PJ8FF6UR8FZXfEvpHkIVN,spotify:track:6PJ8FF6UR8FZXfEvpHkIVN,https://api.spotify.com/v1/tracks/6PJ8FF6UR8FZXfEvpHkIVN,https://api.spotify.com/v1/audio-analysis/6PJ8FF6UR8FZXfEvpHkIVN,280533,4
0.741,0.556,2,-9.184,1,0.0266,0.0629,0.041,0.103,0.587,122.008,audio_features,239yM7BAQ2CkNc61ogPGXo,spotify:track:239yM7BAQ2CkNc61ogPGXo,https://api.spotify.com/v1/tracks/239yM7BAQ2CkNc61ogPGXo,https://api.spotify.com/v1/audio-analysis/239yM7BAQ2CkNc61ogPGXo,249080,4
0.531,0.821,2,-6.812,1,0.0439,0.0701,0.171,0.124,0.34,129.139,audio_features,5RoIXwyTCdyUjpMMkk4uPd,spotify:track:5RoIXwyTCdyUjpMMkk4uPd,https://api.spotify.com/v1/tracks/5RoIXwyTCdyUjpMMkk4uPd,https://api.spotify.com/v1/audio-analysis/5RoIXwyTCdyUjpMMkk4uPd,230800,4
0.545,0.485,8,-9.941,1,0.151,0.3,0.00137,0.119,0.341,80.401,audio_features,2uhEKg8kIzpdvz4gyy6x8W,spotify:track:2uhEKg8kIzpdvz4gyy6x8W,https://api.spotify.com/v1/tracks/2uhEKg8kIzpdvz4gyy6x8W,https://api.spotify.com/v1/audio-analysis/2uhEKg8kIzpdvz4gyy6x8W,249173,4
0.591,0.624,10,-9.247,1,0.0338,0.0156,3.59e-05,0.248,0.654,141.561,audio_features,26bWnvSeB5KbyjKWqDGxZt,spotify:track:26bWnvSeB5KbyjKWqDGxZt,https://api.spotify.com/v1/tracks/26bWnvSeB5KbyjKWqDGxZt,https://api.spotify.com/v1/audio-analysis/26bWnvSeB5KbyjKWqDGxZt,221493,4
0.69,0.664,1,-6.488,1,0.0562,0.00753,0.00762,0.0496,0.383,164.145,audio_features,5lE2EFXt4muvLFMGQg4hZN,spotify:track:5lE2EFXt4muvLFMGQg4hZN,https://api.spotify.com/v1/tracks/5lE2EFXt4muvLFMGQg4hZN,https://api.spotify.com/v1/audio-analysis/5lE2EFXt4muvLFMGQg4hZN,230178,4
0.608,0.639,7,-7.205,1,0.0246,0.0208,5.94e-05,0.0893,0.369,96.915,audio_features,1c7UYTut2SBOPq64o2t0uN,spotify:track:1c7UYTut2SBOPq64o2t0uN,https://api.spotify.com/v1/tracks/1c7UYTut2SBOPq64o2t0uN,https://api.spotify.com/v1/audio-analysis/1c7UYTut2SBOPq64o2t0uN,268973,4
0.632,0.908,8,-3.511,1,0.0458,0.00762,0.000172,0.167,0.764,110.024,audio_features,5Fli1xRi01bvCjsZvKWro0,spotify:track:5Fli1xRi01bvCjsZvKWro0,https://api.spotify.com/v1/tracks/5Fli1xRi01bvCjsZvKWro0,https://api.spotify.com/v1/audio-analysis/5Fli1xRi01bvCjsZvKWro0,202467,4
0.715,0.97,0,-2.206,1,0.0648,0.0644,0.000156,0.205,0.963,79.504,audio_features,3AszgPDZd9q0DpDFt4HFBy,spotify:track:3AszgPDZd9q0DpDFt4HFBy,https://api.spotify.com/v1/tracks/3AszgPDZd9q0DpDFt4HFBy,https://api.spotify.com/v1/audio-analysis/3AszgPDZd9q0DpDFt4HFBy,239240,4
0.5,0.704,0,-8.797,1,0.0695,0.125,1.79e-05,0.138,0.722,119.463,audio_features,6XK6Zw6JkFsHXzAcMWNiIr,spotify:track:6XK6Zw6JkFsHXzAcMWNiIr,https://api.spotify.com/v1/tracks/6XK6Zw6JkFsHXzAcMWNiIr,https://api.spotify.com/v1/audio-analysis/6XK6Zw6JkFsHXzAcMWNiIr,263360,4
0.551,0.814,4,-3.683,1,0.0425,0.00089,1.16e-06,0.18,0.469,130.971,audio_features,6CltzquypraYIlWFp48m1O,spotify:track:6CltzquypraYIlWFp48m1O,https://api.spotify.com/v1/tracks/6CltzquypraYIlWFp48m1O,https://api.spotify.com/v1/audio-analysis/6CltzquypraYIlWFp48m1O,237987,4
0.494,0.842,7,-4.784,1,0.0843,0.00579,0.0,0.122,0.574,162.011,audio_features,2TfSHkHiFO4gRztVIkggkE,spotify:track:2TfSHkHiFO4gRztVIkggkE,https://api.spotify.com/v1/tracks/2TfSHkHiFO4gRztVIkggkE,https://api.spotify.com/v1/audio-analysis/2TfSHkHiFO4gRztVIkggkE,229093,4
0.614,0.526,5,-7.492,1,0.0603,0.468,0.0,0.0939,0.366,177.913,audio_features,0hiHNxqKGf3GZgVTIOAiiK,spotify:track:0hiHNxqKGf3GZgVTIOAiiK,https://api.spotify.com/v1/tracks/0hiHNxqKGf3GZgVTIOAiiK,https://api.spotify.com/v1/audio-analysis/0hiHNxqKGf3GZgVTIOAiiK,186552,4
0.556,0.92,8,-4.606,1,0.0367,0.00271,0.00021,0.117,0.771,121.138,audio_features,3mwvKOyMmG77zZRunnxp9E,spotify:track:3mwvKOyMmG77zZRunnxp9E,https://api.spotify.com/v1/tracks/3mwvKOyMmG77zZRunnxp9E,https://api.spotify.com/v1/audio-analysis/3mwvKOyMmG77zZRunnxp9E,159227,4
0.559,0.468,0,-12.738,1,0.0284,0.532,0.129,0.257,0.316,80.014,audio_features,6Oi3mUl8WwfTVRqEwByZ7R,spotify:track:6Oi3mUl8WwfTVRqEwByZ7R,https://api.spotify.com/v1/tracks/6Oi3mUl8WwfTVRqEwByZ7R,https://api.spotify.com/v1/audio-analysis/6Oi3mUl8WwfTVRqEwByZ7R,321720,4
0.626,0.816,9,-10.593,1,0.131,0.237,1.8e-06,0.104,0.798,105.307,audio_features,6vxHp3CDNo0afgKGp2yi1E,spotify:track:6vxHp3CDNo0afgKGp2yi1E,https://api.spotify.com/v1/tracks/6vxHp3CDNo0afgKGp2yi1E,https://api.spotify.com/v1/audio-analysis/6vxHp3CDNo0afgKGp2yi1E,164813,4
0.229,0.457,2,-7.457,1,0.0298,0.0979,0.000417,0.189,0.362,106.798,audio_features,4ETQzZdnRJwaoFIPQy3GJv,spotify:track:4ETQzZdnRJwaoFIPQy3GJv,https://api.spotify.com/v1/tracks/4ETQzZdnRJwaoFIPQy3GJv,https://api.spotify.com/v1/audio-analysis/4ETQzZdnRJwaoFIPQy3GJv,213987,4
0.462,0.754,7,-3.361,1,0.0459,0.00843,0.0,0.118,0.475,110.397,audio_features,01VXd3g1FUNhTHv2BiCjzR,spotify:track:01VXd3g1FUNhTHv2BiCjzR,https://api.spotify.com/v1/tracks/01VXd3g1FUNhTHv2BiCjzR,https://api.spotify.com/v1/audio-analysis/01VXd3g1FUNhTHv2BiCjzR,168533,3
0.784,0.789,0,-4.209,0,0.0634,0.0388,0.00697,0.0977,0.478,115.997,audio_features,1YEw6iUZurigCZgtg91VKu,spotify:track:1YEw6iUZurigCZgtg91VKu,https://api.spotify.com/v1/tracks/1YEw6iUZurigCZgtg91VKu,https://api.spotify.com/v1/audio-analysis/1YEw6iUZurigCZgtg91VKu,252093,4
0.624,0.818,10,-6.771,1,0.0618,0.0487,0.0,0.123,0.889,150.022,audio_features,4TPgBDOEVwywalXHFUUUQY,spotify:track:4TPgBDOEVwywalXHFUUUQY,https://api.spotify.com/v1/tracks/4TPgBDOEVwywalXHFUUUQY,https://api.spotify.com/v1/audio-analysis/4TPgBDOEVwywalXHFUUUQY,223100,4
0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,audio_features,21jGcNKet2qwijlDFuPiPb,spotify:track:21jGcNKet2qwijlDFuPiPb,https://api.spotify.com/v1/tracks/21jGcNKet2qwijlDFuPiPb,https://api.spotify.com/v1/audio-analysis/21jGcNKet2qwijlDFuPiPb,215280,4
0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,audio_features,1jJci4qxiYcOHhQR247rEU,spotify:track:1jJci4qxiYcOHhQR247rEU,https://api.spotify.com/v1/tracks/1jJci4qxiYcOHhQR247rEU,https://api.spotify.com/v1/audio-analysis/1jJci4qxiYcOHhQR247rEU,302840,4
0.773,0.819,0,-5.946,0,0.118,0.428,0.0,0.0679,0.585,92.987,audio_features,3dhjNA0jGA8vHBQ1VdD6vV,spotify:track:3dhjNA0jGA8vHBQ1VdD6vV,https://api.spotify.com/v1/tracks/3dhjNA0jGA8vHBQ1VdD6vV,https://api.spotify.com/v1/audio-analysis/3dhjNA0jGA8vHBQ1VdD6vV,269187,4
0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,audio_features,2374M0fQpWi3dLnB54qaLX,spotify:track:2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/tracks/2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/audio-analysis/2374M0fQpWi3dLnB54qaLX,295893,4
0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,audio_features,73CMRj62VK8nUS4ezD2wvi,spotify:track:73CMRj62VK8nUS4ezD2wvi,https://api.spotify.com/v1/tracks/73CMRj62VK8nUS4ezD2wvi,https://api.spotify.com/v1/audio-analysis/73CMRj62VK8nUS4ezD2wvi,242974,4
0.747,0.45,7,-8.543,1,0.0919,0.0407,0.0,0.17,0.329,96.001,audio_features,6mXdCcFnPKQznj4CmMRmHC,spotify:track:6mXdCcFnPKQznj4CmMRmHC,https://api.spotify.com/v1/tracks/6mXdCcFnPKQznj4CmMRmHC,https://api.spotify.com/v1/audio-analysis/6mXdCcFnPKQznj4CmMRmHC,232853,4
0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,audio_features,3AJwUDP919kvQ9QcozQPxg,spotify:track:3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/tracks/3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/audio-analysis/3AJwUDP919kvQ9QcozQPxg,266773,4
0.72,0.715,11,-4.652,1,0.04,0.258,0.0568,0.107,0.357,107.041,audio_features,5LYMamLv12UPbemOaTPyeV,spotify:track:5LYMamLv12UPbemOaTPyeV,https://api.spotify.com/v1/tracks/5LYMamLv12UPbemOaTPyeV,https://api.spotify.com/v1/audio-analysis/5LYMamLv12UPbemOaTPyeV,193813,4
0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,audio_features,5oO3drDxtziYU2H1X23ZIp,spotify:track:5oO3drDxtziYU2H1X23ZIp,https://api.spotify.com/v1/tracks/5oO3drDxtziYU2H1X23ZIp,https://api.spotify.com/v1/audio-analysis/5oO3drDxtziYU2H1X23ZIp,224000,3
0.346,0.965,3,-4.255,0,0.146,0.000461,0.012,0.214,0.384,125.043,audio_features,3KANrKOFYyAxfjQJHkgBdb,spotify:track:3KANrKOFYyAxfjQJHkgBdb,https://api.spotify.com/v1/tracks/3KANrKOFYyAxfjQJHkgBdb,https://api.spotify.com/v1/audio-analysis/3KANrKOFYyAxfjQJHkgBdb,234107,4
0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,audio_features,3rmo8F54jFF8OgYsqTxm5d,spotify:track:3rmo8F54jFF8OgYsqTxm5d,https://api.spotify.com/v1/tracks/3rmo8F54jFF8OgYsqTxm5d,https://api.spotify.com/v1/audio-analysis/3rmo8F54jFF8OgYsqTxm5d,230747,4
0.324,0.71,6,-6.545,1,0.0297,0.309,0.173,0.132,0.195,134.385,audio_features,5j58jhAFzAy0keSuQYsQBn,spotify:track:5j58jhAFzAy0keSuQYsQBn,https://api.spotify.com/v1/tracks/5j58jhAFzAy0keSuQYsQBn,https://api.spotify.com/v1/audio-analysis/5j58jhAFzAy0keSuQYsQBn,532307,4
0.495,0.238,1,-11.026,1,0.03,0.958,0.0118,0.0875,0.357,175.958,audio_features,78DwRIo6Vj6wqteyerGetr,spotify:track:78DwRIo6Vj6wqteyerGetr,https://api.spotify.com/v1/tracks/78DwRIo6Vj6wqteyerGetr,https://api.spotify.com/v1/audio-analysis/78DwRIo6Vj6wqteyerGetr,198200,4
0.672,0.616,0,-5.764,1,0.0258,0.379,2.73e-05,0.0887,0.566,92.094,audio_features,3CVDronuSnhguSUguPoseM,spotify:track:3CVDronuSnhguSUguPoseM,https://api.spotify.com/v1/tracks/3CVDronuSnhguSUguPoseM,https://api.spotify.com/v1/audio-analysis/3CVDronuSnhguSUguPoseM,258773,4
0.645,0.822,10,-7.826,1,0.0271,0.00458,0.889,0.685,0.791,108.779,audio_features,1jMzvgUnQcj9VgBsHeBxOE,spotify:track:1jMzvgUnQcj9VgBsHeBxOE,https://api.spotify.com/v1/tracks/1jMzvgUnQcj9VgBsHeBxOE,https://api.spotify.com/v1/audio-analysis/1jMzvgUnQcj9VgBsHeBxOE,161100,4
0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,audio_features,6GG73Jik4jUlQCkKg9JuGO,spotify:track:6GG73Jik4jUlQCkKg9JuGO,https://api.spotify.com/v1/tracks/6GG73Jik4jUlQCkKg9JuGO,https://api.spotify.com/v1/audio-analysis/6GG73Jik4jUlQCkKg9JuGO,165853,4
0.85,0.461,6,-9.018,0,0.0531,0.591,0.0405,0.0922,0.621,94.037,audio_features,1crSsvtU9wZB15dIQXV2QH,spotify:track:1crSsvtU9wZB15dIQXV2QH,https://api.spotify.com/v1/tracks/1crSsvtU9wZB15dIQXV2QH,https://api.spotify.com/v1/audio-analysis/1crSsvtU9wZB15dIQXV2QH,265360,4
0.63,0.696,10,-4.501,1,0.0242,0.144,0.0,0.0835,0.491,94.034,audio_features,285hMzLhJwHVLe9QT9qilk,spotify:track:285hMzLhJwHVLe9QT9qilk,https://api.spotify.com/v1/tracks/285hMzLhJwHVLe9QT9qilk,https://api.spotify.com/v1/audio-analysis/285hMzLhJwHVLe9QT9qilk,261427,4
0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951,audio_features,2M9ro2krNb7nr7HSprkEgo,spotify:track:2M9ro2krNb7nr7HSprkEgo,https://api.spotify.com/v1/tracks/2M9ro2krNb7nr7HSprkEgo,https://api.spotify.com/v1/audio-analysis/2M9ro2krNb7nr7HSprkEgo,296800,4
0.768,0.804,2,-7.351,1,0.0349,0.0611,0.00511,0.0695,0.776,112.028,audio_features,74ABBu8osxqmuFOAKcWWpG,spotify:track:74ABBu8osxqmuFOAKcWWpG,https://api.spotify.com/v1/tracks/74ABBu8osxqmuFOAKcWWpG,https://api.spotify.com/v1/audio-analysis/74ABBu8osxqmuFOAKcWWpG,219760,4
0.477,0.873,1,-4.946,1,0.0355,0.00471,0.00589,0.0813,0.611,161.948,audio_features,1Dp7ASSZVVOPJ85VdLpjOX,spotify:track:1Dp7ASSZVVOPJ85VdLpjOX,https://api.spotify.com/v1/tracks/1Dp7ASSZVVOPJ85VdLpjOX,https://api.spotify.com/v1/audio-analysis/1Dp7ASSZVVOPJ85VdLpjOX,302360,4
0.807,0.497,7,-10.656,1,0.0297,0.307,0.0327,0.043,0.765,114.524,audio_features,4ZVZBc5xvMyV3WzWktn8i7,spotify:track:4ZVZBc5xvMyV3WzWktn8i7,https://api.spotify.com/v1/tracks/4ZVZBc5xvMyV3WzWktn8i7,https://api.spotify.com/v1/audio-analysis/4ZVZBc5xvMyV3WzWktn8i7,141507,4
0.768,0.829,5,-5.109,1,0.0313,0.0964,2.92e-05,0.097,0.962,118.773,audio_features,2olVm1lHicpveMAo4AUDRB,spotify:track:2olVm1lHicpveMAo4AUDRB,https://api.spotify.com/v1/tracks/2olVm1lHicpveMAo4AUDRB,https://api.spotify.com/v1/audio-analysis/2olVm1lHicpveMAo4AUDRB,234333,4
0.578,0.618,4,-9.527,1,0.0327,0.648,0.246,0.184,0.721,106.821,audio_features,4RUQVUxaRMwDnsUwW80xz4,spotify:track:4RUQVUxaRMwDnsUwW80xz4,https://api.spotify.com/v1/tracks/4RUQVUxaRMwDnsUwW80xz4,https://api.spotify.com/v1/audio-analysis/4RUQVUxaRMwDnsUwW80xz4,277867,4
0.636,0.939,9,-5.551,1,0.0837,0.0485,6.69e-06,0.271,0.694,134.937,audio_features,5fqcIHU6DhQtFKVO5XSdQs,spotify:track:5fqcIHU6DhQtFKVO5XSdQs,https://api.spotify.com/v1/tracks/5fqcIHU6DhQtFKVO5XSdQs,https://api.spotify.com/v1/audio-analysis/5fqcIHU6DhQtFKVO5XSdQs,295133,4
0.615,0.609,2,-11.691,1,0.0292,0.0173,0.0175,0.116,0.536,124.113,audio_features,3ROGyhvn69FP9XFWAaNS1x,spotify:track:3ROGyhvn69FP9XFWAaNS1x,https://api.spotify.com/v1/tracks/3ROGyhvn69FP9XFWAaNS1x,https://api.spotify.com/v1/audio-analysis/3ROGyhvn69FP9XFWAaNS1x,328227,4
0.313,0.403,5,-12.092,1,0.0313,0.605,0.00015,0.129,0.38,85.487,audio_features,0H1X2br2ZPFznGDtpGpJ11,spotify:track:0H1X2br2ZPFznGDtpGpJ11,https://api.spotify.com/v1/tracks/0H1X2br2ZPFznGDtpGpJ11,https://api.spotify.com/v1/audio-analysis/0H1X2br2ZPFznGDtpGpJ11,186667,4
0.82,0.575,7,-9.144,1,0.0408,0.0936,0.000135,0.109,0.964,123.765,audio_features,3Vby4nGmtbDo7HDJamOWkT,spotify:track:3Vby4nGmtbDo7HDJamOWkT,https://api.spotify.com/v1/tracks/3Vby4nGmtbDo7HDJamOWkT,https://api.spotify.com/v1/audio-analysis/3Vby4nGmtbDo7HDJamOWkT,208947,4
0.667,0.599,0,-8.894,1,0.0291,0.245,0.0,0.107,0.971,127.935,audio_features,6b6IMqP565TbtFFZg9iFf3,spotify:track:6b6IMqP565TbtFFZg9iFf3,https://api.spotify.com/v1/tracks/6b6IMqP565TbtFFZg9iFf3,https://api.spotify.com/v1/audio-analysis/6b6IMqP565TbtFFZg9iFf3,160280,4
0.711,0.686,8,-6.484,1,0.0286,0.176,1.96e-05,0.0791,0.57,125.373,audio_features,2BjUvisO4UVAtTHs4lYiqu,spotify:track:2BjUvisO4UVAtTHs4lYiqu,https://api.spotify.com/v1/tracks/2BjUvisO4UVAtTHs4lYiqu,https://api.spotify.com/v1/audio-analysis/2BjUvisO4UVAtTHs4lYiqu,291640,3
0.716,0.692,10,-7.146,1,0.0258,0.308,0.49,0.116,0.961,130.319,audio_features,2W2YmqwegxuOsWpt216Pd3,spotify:track:2W2YmqwegxuOsWpt216Pd3,https://api.spotify.com/v1/tracks/2W2YmqwegxuOsWpt216Pd3,https://api.spotify.com/v1/audio-analysis/2W2YmqwegxuOsWpt216Pd3,297960,4
0.685,0.623,8,-11.146,1,0.042,0.228,0.00234,0.0295,0.896,126.739,audio_features,0PDCewmZCp0P5s00bptcdd,spotify:track:0PDCewmZCp0P5s00bptcdd,https://api.spotify.com/v1/tracks/0PDCewmZCp0P5s00bptcdd,https://api.spotify.com/v1/audio-analysis/0PDCewmZCp0P5s00bptcdd,171960,4
0.655,0.461,2,-9.413,1,0.0277,0.0947,0.0106,0.13,0.484,93.136,audio_features,4t7HbFNTmZ8t1KCA37KXuA,spotify:track:4t7HbFNTmZ8t1KCA37KXuA,https://api.spotify.com/v1/tracks/4t7HbFNTmZ8t1KCA37KXuA,https://api.spotify.com/v1/audio-analysis/4t7HbFNTmZ8t1KCA37KXuA,335067,4
0.776,0.871,5,-11.108,0,0.0519,0.00294,0.0129,0.0598,0.57,103.249,audio_features,3yO1OjqT59JyjHaQZcCYDX,spotify:track:3yO1OjqT59JyjHaQZcCYDX,https://api.spotify.com/v1/tracks/3yO1OjqT59JyjHaQZcCYDX,https://api.spotify.com/v1/audio-analysis/3yO1OjqT59JyjHaQZcCYDX,241773,4
0.595,0.643,5,-9.275,1,0.0365,0.76,0.0,0.538,0.73,135.633,audio_features,5uES1C2NgkdrNHiCwf9jRr,spotify:track:5uES1C2NgkdrNHiCwf9jRr,https://api.spotify.com/v1/tracks/5uES1C2NgkdrNHiCwf9jRr,https://api.spotify.com/v1/audio-analysis/5uES1C2NgkdrNHiCwf9jRr,158040,4
0.559,0.308,0,-11.75,1,0.0376,0.505,0.0,0.109,0.414,113.633,audio_features,0LrwgdLsFaWh9VXIjBRe8t,spotify:track:0LrwgdLsFaWh9VXIjBRe8t,https://api.spotify.com/v1/tracks/0LrwgdLsFaWh9VXIjBRe8t,https://api.spotify.com/v1/audio-analysis/0LrwgdLsFaWh9VXIjBRe8t,217747,4
0.45,0.656,2,-7.049,1,0.0472,0.664,3.02e-06,0.259,0.782,106.61,audio_features,3MrWxJaD2AT0W9DjWF64Vm,spotify:track:3MrWxJaD2AT0W9DjWF64Vm,https://api.spotify.com/v1/tracks/3MrWxJaD2AT0W9DjWF64Vm,https://api.spotify.com/v1/audio-analysis/3MrWxJaD2AT0W9DjWF64Vm,287307,4
0.621,0.853,2,-5.735,0,0.0253,0.0767,3.26e-06,0.0893,0.714,128.142,audio_features,5yc59J3MR3tVDPTOgwgRI5,spotify:track:5yc59J3MR3tVDPTOgwgRI5,https://api.spotify.com/v1/tracks/5yc59J3MR3tVDPTOgwgRI5,https://api.spotify.com/v1/audio-analysis/5yc59J3MR3tVDPTOgwgRI5,229413,4
0.717,0.406,0,-13.954,0,0.0305,0.587,0.103,0.0869,0.703,123.213,audio_features,6Wgst4P9SOnc6WGLtfTb1z,spotify:track:6Wgst4P9SOnc6WGLtfTb1z,https://api.spotify.com/v1/tracks/6Wgst4P9SOnc6WGLtfTb1z,https://api.spotify.com/v1/audio-analysis/6Wgst4P9SOnc6WGLtfTb1z,204227,4
0.529,0.375,2,-10.59,1,0.0247,0.305,3.29e-05,0.0861,0.275,136.071,audio_features,601913bnwOH19HblKXMr2d,spotify:track:601913bnwOH19HblKXMr2d,https://api.spotify.com/v1/tracks/601913bnwOH19HblKXMr2d,https://api.spotify.com/v1/audio-analysis/601913bnwOH19HblKXMr2d,285307,4
0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,audio_features,2EqlS6tkEnglzr7tkKAAYD,spotify:track:2EqlS6tkEnglzr7tkKAAYD,https://api.spotify.com/v1/tracks/2EqlS6tkEnglzr7tkKAAYD,https://api.spotify.com/v1/audio-analysis/2EqlS6tkEnglzr7tkKAAYD,259947,4
0.559,0.671,7,-7.109,1,0.1,0.21,0.0,0.0869,0.577,79.493,audio_features,28euH5Ny1JXxZAt2KjWp62,spotify:track:28euH5Ny1JXxZAt2KjWp62,https://api.spotify.com/v1/tracks/28euH5Ny1JXxZAt2KjWp62,https://api.spotify.com/v1/audio-analysis/28euH5Ny1JXxZAt2KjWp62,212933,4
0.618,0.256,6,-19.991,0,0.896,0.941,0.0,0.908,0.57,105.143,audio_features,04OaJy0QXjcyAvomvFz9UA,spotify:track:04OaJy0QXjcyAvomvFz9UA,https://api.spotify.com/v1/tracks/04OaJy0QXjcyAvomvFz9UA,https://api.spotify.com/v1/audio-analysis/04OaJy0QXjcyAvomvFz9UA,140569,3
0.659,0.678,0,-8.18,1,0.0313,0.157,6.69e-06,0.0784,0.647,106.186,audio_features,2DnJjbjNTV9Nd5NOa1KGba,spotify:track:2DnJjbjNTV9Nd5NOa1KGba,https://api.spotify.com/v1/tracks/2DnJjbjNTV9Nd5NOa1KGba,https://api.spotify.com/v1/audio-analysis/2DnJjbjNTV9Nd5NOa1KGba,258411,4
0.591,0.831,4,-6.612,1,0.0355,0.235,0.00142,0.0571,0.678,93.007,audio_features,0tgBtQ0ISnMQOKorrN9HLX,spotify:track:0tgBtQ0ISnMQOKorrN9HLX,https://api.spotify.com/v1/tracks/0tgBtQ0ISnMQOKorrN9HLX,https://api.spotify.com/v1/audio-analysis/0tgBtQ0ISnMQOKorrN9HLX,187307,4
0.438,0.606,7,-6.549,1,0.0305,0.3,4.49e-06,0.0754,0.266,133.822,audio_features,3Nf8oGn1okobzjDcFCvT6n,spotify:track:3Nf8oGn1okobzjDcFCvT6n,https://api.spotify.com/v1/tracks/3Nf8oGn1okobzjDcFCvT6n,https://api.spotify.com/v1/audio-analysis/3Nf8oGn1okobzjDcFCvT6n,240760,4
